,0,1,2
CNN-sg7,-0.2847,0.3845,-0.2942
RNN-sg7,0.5929,0.5979,0.5829
GRU-sg7,0.6527,0.6552,0.6444
DNN-sg7,0.3569,0.3698,0.3611
LSTM-sg7,0.5108,0.509,0.5788
