,0,1,2
CNN-sg7,0.8829,0.764,0.8862
RNN-sg7,0.7952,0.7209,0.7581
GRU-sg7,0.7317,0.76,0.7456
DNN-sg7,0.7773,0.7692,0.7756
LSTM-sg7,1.0139,1.0221,0.948
