,0,1,2
CNN-sg7,0.8119,0.3354,0.8149
RNN-sg7,0.2166,0.2266,0.2263
GRU-sg7,0.2308,0.2294,0.2221
DNN-sg7,0.3492,0.344,0.3462
LSTM-sg7,0.2785,0.2433,0.2468
