,0,1,2
CNN-sg7,-0.3879,-0.0394,-0.3984
RNN-sg7,-0.126,0.0745,-0.0233
GRU-sg7,0.0466,-0.0286,0.01
DNN-sg7,-0.0759,-0.0536,-0.0713
LSTM-sg7,-0.8304,-0.8603,-0.6002
