,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.18624,0.88978,0.34341,0.51055,0.64274
Exp2,0.17733,0.88652,0.34073,0.50721,0.64231
Exp3,0.18544,0.89928,0.34716,0.51607,0.6495
Exp4,0.18071,0.89692,0.3535,0.5131,0.64516
Exp5,0.18815,0.89123,0.35102,0.50936,0.64158
Exp6,0.17882,0.87873,0.34059,0.50066,0.6368
Exp7,0.17935,0.89572,0.3542,0.51285,0.6433
Exp8,0.18185,0.88642,0.34316,0.50616,0.6417
Exp9,0.17746,0.88922,0.35098,0.50856,0.63945
Exp10,0.18183,0.89931,0.35184,0.5171,0.64619
