,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.18172,0.00358,0.1795,0.18394,0.17733,0.18815
TestRMSE,0.89131,0.00625,0.88744,0.89518,0.87873,0.89931
Step1,0.34766,0.00503,0.34454,0.35078,0.34059,0.3542
Step2,0.51016,0.00466,0.50727,0.51305,0.50066,0.5171
Step3,0.64287,0.00335,0.64079,0.64495,0.6368,0.6495
