,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,2.17167,0.36753,1.94387,2.39947,1.60566,2.88659
TestRMSE,2.07002,0.31077,1.8774,2.26264,1.61333,2.64273
Step1,1.12574,0.4715,0.8335,1.41798,0.73787,2.14381
Step2,1.08845,0.28614,0.9111,1.2658,0.77602,1.6768
Step3,1.19814,0.43569,0.9281,1.46818,0.69907,2.30075
