,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,2.07314,0.02571,2.0572,2.08907,2.02476,2.11572
TestMSE,78.57126,1.67364,77.53392,79.6086,75.72585,80.88768
Step1,78.57126,1.67364,77.53392,79.6086,75.72585,80.88768
Step2,99.26297,1.47687,98.3476,100.17834,97.25466,101.41246
Step3,144.2677,1.84894,143.12172,145.41369,141.45883,147.38045
