,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,2.14521,1.54487,1.18769,3.10273,1.13253,6.60863
TestMSE,2.71354,1.88273,1.54661,3.88047,1.40981,8.1247
Step1,1.53826,0.7401,1.07954,1.99698,0.7924,3.24072
Step2,2.6594,1.59846,1.66866,3.65014,0.87388,6.35411
Step3,3.94296,4.46794,1.1737,6.71221,1.15224,16.94476
