,0,1,2,3,4,5,6,7,8,9
CNN-ew4,0.7669,0.7657,0.7635,0.7665,0.4735,0.7694,0.5784,0.6965,1.3498,0.7685
RNN-ew4,0.4453,0.6578,0.5636,0.653,0.6067,0.6051,0.5128,0.5533,0.5249,0.5188
GRU-ew4,0.6629,0.667,0.6322,0.726,0.5338,0.6329,0.6632,0.6728,0.674,0.7087
DNN-ew4,0.8028,0.6423,0.8191,0.7572,0.4712,0.7088,0.633,0.5875,0.8335,0.6584
LSTM-ew4,0.5766,0.6108,0.673,0.6442,0.6448,0.7081,0.665,0.6299,0.6285,0.5869
