,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
CNN-ew4,0.8753,0.1621,1.3584,0.7668,-0.4113,0.6272,-0.0471,-2.286
RNN-ew4,0.7774,0.0169,0.8056,0.7497,-0.0768,0.0467,-0.0008,-0.1558
GRU-ew4,0.8194,0.0167,0.8473,0.78,-0.1961,0.0485,-0.0833,-0.2784
DNN-ew4,0.8128,0.0293,0.8626,0.764,-0.178,0.0848,-0.0393,-0.3249
LSTM-ew4,0.8158,0.0123,0.8406,0.7986,-0.1854,0.0358,-0.1355,-0.2584
