,0,1,2,3,4,5,6,7,8,9
CNN-ew4,-0.0483,-0.0449,-0.0389,-0.0471,0.6003,-0.055,0.4038,0.1355,-2.2472,-0.0525
RNN-ew4,0.6466,0.2288,0.4339,0.24,0.3439,0.3474,0.5313,0.4543,0.509,0.5202
GRU-ew4,0.2168,0.207,0.2876,0.0607,0.4922,0.286,0.2161,0.1932,0.1902,0.1049
DNN-ew4,-0.1487,0.2648,-0.1957,-0.0219,0.6043,0.1045,0.2859,0.3849,-0.2383,0.2275
LSTM-ew4,0.4074,0.3351,0.1928,0.2604,0.2591,0.1064,0.2117,0.2927,0.2959,0.386
