,0,1,2,3,4,5,6,7,8,9
CNN-ew4,0.8002,0.7988,0.7963,0.7997,0.7074,0.8029,0.7599,0.7924,1.3818,0.8019
RNN-ew4,0.6352,0.7363,0.7193,0.7571,0.7091,0.686,0.6491,0.7003,0.6931,0.6936
GRU-ew4,0.7683,0.7623,0.7446,0.7968,0.6912,0.7573,0.7657,0.7651,0.7728,0.8015
DNN-ew4,0.8685,0.7862,0.7332,0.7833,0.694,0.7638,0.77,0.7352,0.7872,0.805
LSTM-ew4,0.7233,0.7274,0.7684,0.7504,0.7598,0.7905,0.7671,0.7409,0.7413,0.7217
