,0,1,2,3,4,5,6,7,8,9
CNN-ew4,-0.1406,-0.1366,-0.1295,-0.1391,0.1087,-0.1483,-0.0287,-0.1185,-2.4011,-0.1454
RNN-ew4,0.2813,0.0342,0.0785,-0.0209,0.1043,0.1617,0.2496,0.1264,0.1443,0.143
GRU-ew4,-0.0515,-0.0349,0.0124,-0.1309,0.149,-0.0215,-0.0444,-0.0428,-0.0638,-0.1442
DNN-ew4,-0.3436,-0.1011,0.0424,-0.0928,0.1422,-0.039,-0.0561,0.0373,-0.1036,-0.1542
LSTM-ew4,0.0682,0.0575,-0.0518,-0.003,-0.0283,-0.1132,-0.0482,0.0223,0.0211,0.0722
