,0,1,2,3,4,5,6,7,8,9
CNN-ew4,0.8303,0.8287,0.826,0.8297,0.8208,0.8332,0.7668,0.8274,1.3584,0.8321
RNN-ew4,0.753,0.7904,0.7907,0.8056,0.7788,0.7604,0.7497,0.7815,0.7826,0.7817
GRU-ew4,0.8193,0.8154,0.8141,0.8389,0.78,0.8232,0.8173,0.8155,0.8233,0.8473
DNN-ew4,0.8626,0.824,0.764,0.8116,0.7966,0.7916,0.8255,0.7786,0.8229,0.8507
LSTM-ew4,0.8075,0.7986,0.8243,0.8133,0.826,0.8406,0.8256,0.8086,0.8106,0.803
