,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.14894,0.00179,0.14783,0.15005,0.14543,0.15192
TestRMSE,0.95071,0.00237,0.94924,0.95218,0.94658,0.95475
Step1,0.37232,0.00231,0.37089,0.37374,0.36897,0.37739
Step2,0.54866,0.00129,0.54786,0.54946,0.54658,0.55092
Step3,0.68132,0.00123,0.68056,0.68209,0.67907,0.68348
