,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.15005,0.95073,0.37311,0.54816,0.68131
Exp2,0.14772,0.94962,0.37089,0.54822,0.68093
Exp3,0.14845,0.95376,0.37481,0.55056,0.68268
Exp4,0.15116,0.95475,0.37739,0.55092,0.68237
Exp5,0.14753,0.95264,0.37188,0.54963,0.68348
Exp6,0.14543,0.94957,0.37112,0.54816,0.68079
Exp7,0.14913,0.94968,0.37185,0.54768,0.68093
Exp8,0.15192,0.94658,0.36897,0.54658,0.67907
Exp9,0.14969,0.94833,0.3701,0.54768,0.68001
Exp10,0.14832,0.95146,0.37303,0.54903,0.68169
