,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,0.0202,0.12783,0.12783,0.2762,0.43304
Exp2,0.01976,0.12972,0.12972,0.28083,0.43811
Exp3,0.01983,0.13194,0.13194,0.28635,0.44213
Exp4,0.0204,0.1309,0.1309,0.28016,0.43299
Exp5,0.02064,0.12732,0.12732,0.2731,0.4277
Exp6,0.02018,0.13494,0.13494,0.28876,0.44443
Exp7,0.02033,0.13358,0.13358,0.28289,0.43634
Exp8,0.01947,0.12822,0.12822,0.27679,0.43261
Exp9,0.01959,0.12664,0.12664,0.27685,0.43036
Exp10,0.0207,0.12678,0.12678,0.27628,0.43322
