,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,0.02011,0.00041,0.01986,0.02036,0.01947,0.0207
TestMSE,0.12979,0.0028,0.12805,0.13152,0.12664,0.13494
Step1,0.12979,0.0028,0.12805,0.13152,0.12664,0.13494
Step2,0.27982,0.00471,0.2769,0.28274,0.2731,0.28876
Step3,0.43509,0.00493,0.43204,0.43815,0.4277,0.44443
