,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,0.02006,0.13259,0.13259,0.34594,0.59899
Exp2,0.02,0.13433,0.13433,0.3488,0.59957
Exp3,0.01986,0.13429,0.13429,0.34943,0.60441
Exp4,0.01928,0.13557,0.13557,0.35368,0.61223
Exp5,0.02015,0.13361,0.13361,0.34692,0.59719
Exp6,0.01944,0.13615,0.13615,0.35607,0.61214
Exp7,0.01969,0.13188,0.13188,0.3498,0.60619
Exp8,0.01999,0.13719,0.13719,0.35965,0.61644
Exp9,0.02058,0.13508,0.13508,0.35606,0.61434
Exp10,0.0197,0.13222,0.13222,0.35073,0.60766
