,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,2.54071,1.07924,1.87179,3.20964,0.8665,3.60664
TestMSE,3.08666,1.33067,2.2619,3.91142,0.96587,4.59118
Step1,4.09746,3.47508,1.94358,6.25133,0.77422,9.98709
Step2,3.01889,2.84715,1.2542,4.78357,0.87033,9.59819
Step3,2.14363,1.36877,1.29526,2.992,0.81796,4.61198
