,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,3.36781,4.17878,4.78593,6.12139,1.62904
Exp2,3.60652,4.59118,0.88889,9.59819,3.28645
Exp3,0.8665,0.96587,0.77422,1.30544,0.81796
Exp4,1.0061,1.26909,1.26252,1.00252,1.54223
Exp5,3.15091,3.74821,1.14368,5.48896,4.61198
Exp6,3.60664,4.1682,9.98709,1.17502,1.34249
Exp7,0.98361,1.25265,1.26972,1.00731,1.48093
Exp8,3.35325,4.2918,9.67459,1.98442,1.21639
Exp9,2.69794,3.20456,6.99394,1.6353,0.98445
Exp10,2.76783,3.19624,4.194,0.87033,4.52439
