,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,0.01262,0.13371,0.13371,0.27674,0.41668
Exp2,0.01328,0.13228,0.13228,0.2762,0.41629
Exp3,0.01307,0.13065,0.13065,0.27251,0.41211
Exp4,0.01311,0.12992,0.12992,0.26748,0.40372
Exp5,0.01286,0.12926,0.12926,0.27095,0.40957
Exp6,0.0133,0.13529,0.13529,0.27265,0.40796
Exp7,0.01286,0.12893,0.12893,0.27335,0.41521
Exp8,0.01244,0.1293,0.1293,0.27023,0.41188
Exp9,0.01304,0.13036,0.13036,0.27073,0.40816
Exp10,0.01278,0.13345,0.13345,0.27112,0.40755
