,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,0.01293,0.00026,0.01277,0.0131,0.01244,0.0133
TestMSE,0.13132,0.0021,0.13001,0.13262,0.12893,0.13529
Step1,0.13132,0.0021,0.13001,0.13262,0.12893,0.13529
Step2,0.27219,0.00263,0.27056,0.27383,0.26748,0.27674
Step3,0.41091,0.00405,0.4084,0.41343,0.40372,0.41668
