,fc2_rmse_mean,fc2_rmse_std,fc2_rmse_max,fc2_rmse_min,fc2_r2_mean,fc2_r2_std,fc2_r2_max,fc2_r2_min
CNN-sg9,0.7881,0.1386,0.8882,0.5921,-0.1405,0.3649,0.3755,-0.405
RNN-sg9,0.5191,0.0055,0.5264,0.5133,0.5201,0.0101,0.5307,0.5065
GRU-sg9,0.5133,0.0248,0.5483,0.4943,0.5296,0.046,0.5648,0.4646
DNN-sg9,0.5961,0.0017,0.5974,0.5936,0.3671,0.0037,0.3724,0.3643
LSTM-sg9,0.4965,0.0283,0.5364,0.4752,0.5595,0.051,0.5978,0.4875
