,0,1,2
CNN-sg9,0.9193,0.7759,0.9236
RNN-sg9,0.7587,0.7529,0.7292
GRU-sg9,0.7126,0.7358,0.7948
DNN-sg9,0.7766,0.7817,0.7795
LSTM-sg9,0.837,0.7311,0.7314
