,0,1,2
CNN-sg9,-0.392,0.3755,-0.405
RNN-sg9,0.5065,0.523,0.5307
GRU-sg9,0.5648,0.5594,0.4646
DNN-sg9,0.3724,0.3646,0.3643
LSTM-sg9,0.4875,0.5933,0.5978
