,0,1,2
CNN-sg9,-0.272,0.8003,-0.2839
RNN-sg9,0.8589,0.8652,0.8466
GRU-sg9,0.892,0.8908,0.8674
DNN-sg9,0.7975,0.7918,0.794
LSTM-sg9,0.8602,0.8849,0.901
