,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.24372,0.91078,0.34469,0.52172,0.66221
Exp2,0.24316,0.90919,0.34481,0.52035,0.66104
Exp3,0.24407,0.91633,0.34969,0.5256,0.66418
Exp4,0.2442,0.91037,0.34538,0.52164,0.66134
Exp5,0.24399,0.9124,0.34611,0.52285,0.6628
Exp6,0.24727,0.90893,0.34481,0.52096,0.6602
Exp7,0.24641,0.91075,0.34523,0.52271,0.6611
Exp8,0.24284,0.9108,0.34188,0.52287,0.66279
Exp9,0.2463,0.9076,0.34513,0.52006,0.65891
Exp10,0.24789,0.90709,0.34468,0.51976,0.65868
