,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,2.62542,3.31419,5.16184,1.07392,3.7068
Exp2,1.78328,2.01011,3.23309,1.66438,1.13286
Exp3,3.43724,3.9785,4.06823,1.77017,6.09709
Exp4,1.38025,1.64136,0.94465,0.90695,3.07249
Exp5,1.13916,1.3585,1.87308,1.34451,0.85792
Exp6,4.41452,5.22398,5.9414,5.19545,4.5351
Exp7,1.61825,1.95908,1.16164,3.91015,0.80545
Exp8,6.2492,7.54274,6.29202,9.73879,6.59742
Exp9,1.95834,2.33545,3.13669,1.46592,2.40374
Exp10,0.99652,1.09367,1.56867,0.74699,0.96534
