,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,2.17048,2.00449,0.93397,1.54832,0.86508
Exp2,1.99256,1.80519,0.92365,1.2881,0.86394
Exp3,3.5058,2.80526,1.33022,1.84272,1.64449
Exp4,2.63298,2.32018,1.72288,1.11738,1.08
Exp5,2.34698,2.07887,1.38597,1.34923,0.76182
Exp6,2.83676,2.6398,1.52215,1.8929,1.0337
Exp7,2.42274,2.1152,1.162,0.76027,1.59557
Exp8,1.95634,1.68702,0.92519,1.16092,0.80145
Exp9,1.90758,1.78148,0.7975,0.85658,1.34311
Exp10,3.64024,2.86671,0.85763,2.18335,1.64786
