Datetime,NH3_N,Colour
2021-12-23 00:00:00,0.19326339841269827,96.19047619047618
2021-12-23 01:00:00,0.2015950535714285,93.39285714285714
2021-12-23 02:00:00,0.20776909404761904,91.10714285714286
2021-12-23 03:00:00,0.21178551984126998,89.3333333333334
2021-12-23 04:00:00,0.2143432023809525,87.47619047619054
2021-12-23 05:00:00,0.19157106984126998,87.40476190476197
2021-12-23 06:00:00,0.11793745476190477,87.38095238095244
2021-12-23 07:00:00,0.3819127365079368,89.69047619047626
2021-12-23 08:00:00,0.749035378571429,95.4285714285715
2021-12-23 09:00:00,0.9774672976190484,102.30952380952388
2021-12-23 10:00:00,0.9777108277777786,109.26190476190483
2021-12-23 11:00:00,0.7299932230158735,115.09523809523817
2021-12-23 12:00:00,0.3211815277777779,118.4285714285715
2021-12-23 13:00:00,0.21184023809523822,119.9285714285715
2021-12-23 14:00:00,0.2261689261904763,120.47619047619057
2021-12-23 15:00:00,0.2519997785714287,120.33333333333341
2021-12-23 16:00:00,0.27822911349206364,120.73809523809533
2021-12-23 17:00:00,0.30282398888888906,121.83333333333343
2021-12-23 18:00:00,0.31194236904761924,123.83333333333343
2021-12-23 19:00:00,0.29504605476190493,126.0238095238096
2021-12-23 20:00:00,0.26952891746031765,126.57142857142867
2021-12-23 21:00:00,0.24179077619047634,125.66666666666674
2021-12-23 22:00:00,0.22365713253968267,123.78571428571436
2021-12-23 23:00:00,0.2156997984126985,120.76190476190484
2021-12-24 00:00:00,0.20958393253968266,119.21428571428581
2021-12-24 01:00:00,0.21622372698412712,112.83333333333341
2021-12-24 02:00:00,0.2399693777777779,106.97619047619055
2021-12-24 03:00:00,0.25620644126984143,102.61904761904769
2021-12-24 04:00:00,0.26188978650793665,100.85714285714292
2021-12-24 05:00:00,0.25478630000000013,101.8333333333334
2021-12-24 06:00:00,0.23436586984126995,105.9285714285715
2021-12-24 07:00:00,0.22370181269841283,108.0238095238096
2021-12-24 08:00:00,0.2291745142857144,111.71428571428578
2021-12-24 09:00:00,0.23101531904761916,114.8095238095239
2021-12-24 10:00:00,0.23049602301587316,117.83333333333341
2021-12-24 11:00:00,0.24365747539682553,119.1190476190477
2021-12-24 12:00:00,0.2747690722222224,117.47619047619055
2021-12-24 13:00:00,0.292882100793651,116.40476190476198
2021-12-24 14:00:00,0.2939655309523812,114.73809523809533
2021-12-24 15:00:00,0.2765748150793652,112.90476190476198
2021-12-24 16:00:00,0.24515137619047628,111.95238095238103
2021-12-24 17:00:00,0.2247984595238096,111.35714285714295
2021-12-24 18:00:00,0.22472376984126993,110.23809523809533
2021-12-24 19:00:00,0.22154934285714295,109.6190476190477
2021-12-24 20:00:00,0.21979749841269852,109.38095238095246
2021-12-24 21:00:00,0.2186523134920636,108.85714285714295
2021-12-24 22:00:00,0.21789371825396836,108.16666666666674
2021-12-24 23:00:00,0.21718421428571438,107.47619047619055
2021-12-25 00:00:00,0.21652296111111125,106.21428571428578
2021-12-25 01:00:00,0.2159430380952382,105.19047619047626
2021-12-25 02:00:00,0.21679834841269852,102.9285714285715
