,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,2.17158,1.87703,0.97783,1.34966,0.86342
Exp2,3.42128,2.67134,1.31765,0.79031,2.18524
Exp3,2.78662,2.33182,1.19402,1.13919,1.64741
Exp4,4.0338,3.31197,2.79024,0.9056,1.53739
Exp5,1.97254,1.83653,0.89815,0.86969,1.34529
Exp6,1.55261,1.42754,0.67381,0.88499,0.89478
Exp7,1.56777,1.51787,1.08592,0.74942,0.75037
Exp8,1.82264,1.62681,0.72299,1.06674,0.9929
Exp9,2.00583,1.74962,1.01998,1.01393,0.99637
Exp10,2.05495,1.9908,1.10417,1.12614,1.21487
