,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
CNN-sg7,0.8112,0.0549,0.8805,0.7578,-0.177,0.1607,-0.0226,-0.3804
RNN-sg7,0.7237,0.0206,0.751,0.6979,0.0666,0.0532,0.1326,-0.0042
GRU-sg7,0.6969,0.0162,0.7177,0.6746,0.1347,0.0402,0.1896,0.0828
DNN-sg7,0.7765,0.0054,0.7852,0.7697,-0.0738,0.0151,-0.0548,-0.0979
LSTM-sg7,0.8836,0.0434,0.9262,0.8041,-0.3935,0.1333,-0.1514,-0.5274
