,0,1,2,3,4
CNN-sg7,0.7996,0.8023,0.7952,-0.1569,-0.1689
RNN-sg7,0.915,0.9128,0.9124,0.9157,0.9114
GRU-sg7,0.9285,0.9234,0.9231,0.9291,0.9236
DNN-sg7,0.7846,0.782,0.7875,0.7891,0.7881
LSTM-sg7,0.9001,0.873,0.8902,0.9002,0.8832
