,0,1,2,3,4
CNN-sg7,0.3353,0.333,0.339,0.8057,0.8098
RNN-sg7,0.2183,0.2211,0.2216,0.2174,0.2229
GRU-sg7,0.2003,0.2073,0.2078,0.1995,0.207
DNN-sg7,0.3476,0.3497,0.3453,0.344,0.3448
LSTM-sg7,0.2367,0.267,0.2482,0.2366,0.256
