,0,1,2,3,4
CNN-sg7,0.5894,0.5835,0.5938,0.8425,0.847
RNN-sg7,0.4631,0.4647,0.4745,0.4597,0.475
GRU-sg7,0.4299,0.4424,0.4452,0.4213,0.4368
DNN-sg7,0.6006,0.6037,0.6001,0.595,0.5967
LSTM-sg7,0.4751,0.4919,0.4579,0.4807,0.4941
