,fc2_rmse_mean,fc2_rmse_std,fc2_rmse_max,fc2_rmse_min,fc2_r2_mean,fc2_r2_std,fc2_r2_max,fc2_r2_min
CNN-sg7,0.6912,0.1254,0.847,0.5835,0.1209,0.3202,0.3935,-0.2778
RNN-sg7,0.4674,0.0062,0.475,0.4597,0.6108,0.0104,0.6236,0.5981
GRU-sg7,0.4351,0.0087,0.4452,0.4213,0.6626,0.0134,0.6838,0.647
DNN-sg7,0.5992,0.0031,0.6037,0.595,0.3604,0.0065,0.3693,0.3509
LSTM-sg7,0.4799,0.0131,0.4941,0.4579,0.5894,0.0222,0.6265,0.5652
