,fc1_rmse_mean,fc1_rmse_std,fc1_rmse_max,fc1_rmse_min,fc1_r2_mean,fc1_r2_std,fc1_r2_max,fc1_r2_min,test_loss_mean,test_loss_std,test_loss_max,test_loss_min,train_loss_mean,train_loss_std,train_loss_max,train_loss_min
CNN-sg7,0.5246,0.2312,0.8098,0.333,0.4143,0.4713,0.8023,-0.1689,0.0838,0.0325,0.124,0.0571,29.2168,22.2994,56.5989,10.9845
RNN-sg7,0.2203,0.0021,0.2229,0.2174,0.9135,0.0016,0.9157,0.9114,0.0427,0.0003,0.0432,0.0423,4.3446,0.1124,4.4734,4.1514
GRU-sg7,0.2044,0.0037,0.2078,0.1995,0.9255,0.0027,0.9291,0.9231,0.0385,0.0005,0.0395,0.038,3.0635,0.0823,3.2045,2.9605
DNN-sg7,0.3463,0.0021,0.3497,0.344,0.7863,0.0026,0.7891,0.782,0.0567,0.0003,0.057,0.056,10.9212,0.0388,10.9744,10.8588
LSTM-sg7,0.2489,0.0117,0.267,0.2366,0.8893,0.0104,0.9002,0.873,0.0391,0.0006,0.0395,0.038,2.193,0.0483,2.2417,2.1052
