,0,1,2,3,4
CNN-sg7,0.768,0.7578,0.7739,0.8757,0.8805
RNN-sg7,0.7118,0.7129,0.745,0.6979,0.751
GRU-sg7,0.6829,0.6988,0.7177,0.6746,0.7106
DNN-sg7,0.7774,0.7852,0.7784,0.7697,0.772
LSTM-sg7,0.875,0.8969,0.8041,0.9262,0.9156
