,0,1,2,3,4
CNN-ew3,-0.0364,-0.041,-0.3217,-0.0394,-0.3651
RNN-ew3,-0.2548,0.009,0.001,0.0267,0.0066
GRU-ew3,-0.0455,0.0056,0.1696,-0.1352,-0.0436
DNN-ew3,-0.055,-0.0557,-0.0869,-0.0403,-0.064
LSTM-ew3,-1.0098,-0.7115,-0.6478,-0.3973,-0.454
