,0,1,2,3,4
CNN-ew3,0.5862,0.5874,0.8292,0.5868,0.8424
RNN-ew3,0.5432,0.4898,0.4947,0.4888,0.5013
GRU-ew3,0.4813,0.4781,0.4552,0.5046,0.4813
DNN-ew3,0.5942,0.5931,0.6009,0.5893,0.5959
LSTM-ew3,0.5615,0.5331,0.5373,0.5036,0.5139
