,0,1,2,3,4
CNN-ew3,0.3879,0.3855,-0.2246,0.3867,-0.2639
RNN-ew3,0.4744,0.5727,0.5641,0.5744,0.5524
GRU-ew3,0.5874,0.5929,0.6309,0.5465,0.5874
DNN-ew3,0.3712,0.3735,0.3568,0.3815,0.3676
LSTM-ew3,0.4384,0.4938,0.4858,0.5483,0.5296
