,0,1,2,3,4
CNN-ew3,0.3338,0.3344,0.7933,0.334,0.8055
RNN-ew3,0.2511,0.2306,0.2322,0.2296,0.2392
GRU-ew3,0.2295,0.2221,0.2186,0.2388,0.2279
DNN-ew3,0.3417,0.3393,0.3499,0.337,0.3438
LSTM-ew3,0.2599,0.2475,0.2592,0.2496,0.2437
