,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
CNN-ew3,0.8057,0.0515,0.8756,0.7629,-0.1607,0.1498,-0.0364,-0.3651
RNN-ew3,0.7641,0.0378,0.8395,0.7393,-0.0423,0.1066,0.0267,-0.2548
GRU-ew3,0.7521,0.0383,0.7985,0.6829,-0.0098,0.1006,0.1696,-0.1352
DNN-ew3,0.7717,0.0056,0.7813,0.7643,-0.0604,0.0153,-0.0403,-0.0869
LSTM-ew3,0.9588,0.0626,1.0624,0.8858,-0.6441,0.217,-0.3973,-1.0098
