,0,1,2,3,4
CNN-ew3,0.7629,0.7646,0.8615,0.764,0.8756
RNN-ew3,0.8395,0.746,0.749,0.7393,0.7469
GRU-ew3,0.7663,0.7473,0.6829,0.7985,0.7655
DNN-ew3,0.7697,0.77,0.7813,0.7643,0.773
LSTM-ew3,1.0624,0.9804,0.962,0.8858,0.9036
