,fc2_rmse_mean,fc2_rmse_std,fc2_rmse_max,fc2_rmse_min,fc2_r2_mean,fc2_r2_std,fc2_r2_max,fc2_r2_min
RNN-ews,0.5256,0.0288,0.5622,0.4878,0.5064,0.054,0.5761,0.4371
DNN-sg7,0.5898,0.0206,0.6028,0.5488,0.3796,0.0422,0.4635,0.3527
RNN-attn-ew2,0.5235,0.0046,0.5308,0.5186,0.5118,0.0086,0.5209,0.4981
Transformer,0.9876,0.0419,1.0589,0.9431,-0.7404,0.1497,-0.5844,-0.9973
