,fc1_rmse_mean,fc1_rmse_std,fc1_rmse_max,fc1_rmse_min,fc1_r2_mean,fc1_r2_std,fc1_r2_max,fc1_r2_min,test_loss_mean,test_loss_std,test_loss_max,test_loss_min,train_loss_mean,train_loss_std,train_loss_max,train_loss_min
RNN-ews,0.2626,0.0158,0.2839,0.2378,0.8767,0.0147,0.8992,0.8564,0.0445,0.0016,0.0458,0.0424,5.168,0.0998,5.3155,5.0567
DNN-sg7,0.343,0.0129,0.3617,0.3235,0.79,0.0158,0.8135,0.7668,0.0569,0.0025,0.0613,0.054,7.2302,0.3834,7.6905,6.5555
RNN-attn-ew2,0.256,0.0051,0.2628,0.2473,0.8831,0.0046,0.891,0.8769,0.0415,0.0014,0.044,0.0399,4.7986,0.0912,4.9432,4.677
Transformer,0.7252,0.11,0.8777,0.5404,0.041,0.2769,0.4796,-0.3731,0.1187,0.0165,0.1508,0.1038,2.9699,0.3843,3.4885,2.4239
