,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,1.26278,0.01375,1.25426,1.2713,1.24485,1.29675
TestMSE,76.95201,1.10474,76.26729,77.63674,74.76515,78.38962
Step1,76.95201,1.10474,76.26729,77.63674,74.76515,78.38962
Step2,89.73304,0.95001,89.14422,90.32187,88.05662,91.0995
Step3,121.48418,1.36709,120.63685,122.33151,118.77159,123.4426
