,0,1,2,3,4,5,6,7,8,9
CNN-or,-0.2132,-0.0732,-0.703,-0.1551,-0.0943,-0.1204,0.2815,-0.1404,-0.1352,-0.0624
RNN-or,-0.1554,-0.1179,0.1837,-0.0234,0.0786,-0.1285,0.0423,0.2159,0.1711,0.2033
GRU-or,-0.1129,-0.0398,-0.0907,0.0718,0.0064,-0.0872,-0.0273,0.0044,0.0135,-0.0351
DNN-or,-1.7084,0.0217,0.0212,-0.1794,0.015,-0.0876,-0.0161,0.139,0.0349,-0.0458
LSTM-or,-0.0479,-0.001,0.0658,-0.0352,0.0634,0.0379,-0.0079,0.0455,0.082,0.099
