,0,1,2,3,4,5,6,7,8,9
CNN-or,-0.309,-0.1499,-0.6875,-0.2444,-0.1745,-0.2927,-0.0601,-0.2273,-0.2214,-0.2001
RNN-or,-0.2704,-0.2133,-0.0625,-0.1835,-0.0918,-0.2263,-0.1251,-0.0307,-0.0499,-0.0339
GRU-or,-0.2477,-0.2012,-0.2078,-0.1305,-0.1681,-0.224,-0.2073,-0.1636,-0.1592,-0.1869
DNN-or,-1.7189,-0.0481,-0.0259,-0.276,-0.074,-0.1794,-0.0974,-0.0643,-0.0217,-0.1394
LSTM-or,-0.1941,-0.1867,-0.1496,-0.2138,-0.132,-0.1674,-0.1842,-0.1707,-0.1433,-0.1611
