,0,1,2,3,4,5,6,7,8,9
CNN-or,0.8574,0.8036,0.9735,0.836,0.8121,0.852,0.7716,0.8302,0.8282,0.8209
RNN-or,0.8446,0.8255,0.7725,0.8152,0.783,0.8299,0.7949,0.7608,0.7679,0.762
GRU-or,0.8371,0.8213,0.8236,0.7968,0.8099,0.8291,0.8234,0.8084,0.8068,0.8164
DNN-or,1.2357,0.7672,0.759,0.8465,0.7766,0.8138,0.785,0.7731,0.7575,0.7999
LSTM-or,0.8189,0.8163,0.8035,0.8256,0.7973,0.8097,0.8155,0.8108,0.8013,0.8075
