,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.21281,1.00632,0.35887,0.56922,0.74825
Exp2,0.21668,1.01681,0.36309,0.57484,0.75606
Exp3,0.21551,1.0146,0.3626,0.5731,0.75465
Exp4,0.21106,1.01692,0.35953,0.57448,0.75817
Exp5,0.21797,1.02544,0.36644,0.58065,0.76164
Exp6,0.21134,1.01835,0.36323,0.57607,0.75712
Exp7,0.21453,1.01301,0.35785,0.57232,0.75537
Exp8,0.20879,1.01202,0.36125,0.57282,0.75204
Exp9,0.21062,1.01683,0.36121,0.574,0.75763
Exp10,0.21323,1.01396,0.36019,0.57503,0.75348
