,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,1.17264,1.27852,0.60224,0.78375,0.81096
Exp2,1.18725,1.37036,0.71845,0.79828,0.85116
Exp3,0.9397,1.12377,0.57023,0.62196,0.7422
Exp4,1.09225,1.21972,0.65993,0.72289,0.72776
Exp5,1.56612,1.46012,0.79896,0.90482,0.82153
