,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,1.19159,0.20687,1.01027,1.37292,0.9397,1.56612
TestRMSE,1.2905,0.11671,1.1882,1.3928,1.12377,1.46012
Step1,0.66996,0.08201,0.59808,0.74184,0.57023,0.79896
Step2,0.76634,0.09299,0.68483,0.84785,0.62196,0.90482
Step3,0.79072,0.0476,0.749,0.83245,0.72776,0.85116
