,0,1,2,3,4,5,6,7,8,9
CNN-sg5,0.7662,0.7686,0.626,0.7104,0.7254,0.7685,0.7087,0.7677,0.725,0.685
RNN-sg5,0.6631,0.5847,0.5037,0.612,0.6169,0.4476,0.7385,0.53,0.7026,0.5257
GRU-sg5,0.6892,0.6571,0.5257,0.5387,0.6723,0.7206,0.6557,0.6773,0.5986,0.6301
DNN-sg5,0.6323,0.659,0.4619,0.7816,0.612,0.5383,0.6946,0.3532,0.4216,0.412
LSTM-sg5,0.6544,0.6613,0.6143,0.6328,0.625,0.6167,0.6765,0.5889,0.6057,0.6598
