,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
CNN-sg5,0.8192,0.0285,0.8424,0.7561,-0.1964,0.081,-0.0179,-0.2635
RNN-sg5,0.8004,0.0367,0.8516,0.7389,-0.1431,0.1044,0.0277,-0.2913
GRU-sg5,0.818,0.0212,0.8535,0.7802,-0.1923,0.0615,-0.084,-0.297
DNN-sg5,0.7932,0.0293,0.8403,0.7457,-0.1219,0.0827,0.0098,-0.2573
LSTM-sg5,0.8118,0.0089,0.8252,0.7975,-0.1737,0.0258,-0.1324,-0.2126
