,0,1,2,3,4,5,6,7,8,9
CNN-sg5,-0.0464,-0.053,0.3015,0.1004,0.0621,-0.0525,0.1048,-0.0504,0.0632,0.1636
RNN-sg5,0.2163,0.3906,0.5478,0.3325,0.3216,0.643,0.0278,0.4994,0.1202,0.5074
GRU-sg5,0.1534,0.2303,0.5075,0.4829,0.1944,0.0746,0.2337,0.1823,0.3613,0.2923
DNN-sg5,0.2874,0.2259,0.6198,-0.0889,0.3325,0.4835,0.14,0.7776,0.6832,0.6974
LSTM-sg5,0.2368,0.2205,0.3275,0.2862,0.3038,0.3221,0.1843,0.3819,0.3462,0.224
