,0,1,2,3,4,5,6,7,8,9
CNN-sg5,0.7994,0.8021,0.7873,0.7929,0.7413,0.8019,0.8062,0.8011,0.7491,0.7911
RNN-sg5,0.8064,0.6905,0.6679,0.7547,0.7746,0.6229,0.7779,0.6973,0.8026,0.691
GRU-sg5,0.7905,0.7672,0.6882,0.7086,0.7764,0.8096,0.7671,0.7689,0.7246,0.7546
DNN-sg5,0.7878,0.7466,0.6908,0.8008,0.7366,0.7282,0.7832,0.5924,0.6593,0.6369
LSTM-sg5,0.7573,0.7571,0.7285,0.7425,0.7371,0.7502,0.7713,0.7215,0.7314,0.7572
