,0,1,2,3,4,5,6,7,8,9
CNN-sg5,-0.1383,-0.146,-0.1041,-0.1199,0.0211,-0.1455,-0.1578,-0.143,0.0006,-0.1147
RNN-sg5,-0.1584,0.1507,0.2054,-0.0146,-0.0688,0.3088,-0.0778,0.1339,-0.1473,0.1495
GRU-sg5,-0.113,-0.0484,0.1563,0.1056,-0.0738,-0.1675,-0.048,-0.0532,0.0647,-0.0142
DNN-sg5,-0.1054,0.0072,0.15,-0.1421,0.0336,0.0555,-0.0927,0.375,0.2257,0.2774
LSTM-sg5,-0.0216,-0.0211,0.0546,0.018,0.0323,-0.0024,-0.0596,0.0728,0.0472,-0.0212
