,0,1,2,3,4,5,6,7,8,9
CNN-sg5,0.8294,0.8323,0.8424,0.826,0.7561,0.8322,0.8424,0.8312,0.771,0.8288
RNN-sg5,0.8516,0.7709,0.7642,0.8152,0.8368,0.7389,0.8188,0.7862,0.8466,0.7747
GRU-sg5,0.8442,0.823,0.7802,0.8014,0.8234,0.8535,0.8272,0.8205,0.792,0.8146
DNN-sg5,0.8403,0.7722,0.8042,0.8306,0.7763,0.7978,0.8155,0.7457,0.7925,0.7567
LSTM-sg5,0.8187,0.8155,0.7975,0.8079,0.8062,0.8233,0.8252,0.8003,0.8073,0.8163
