,0,1,2,3,4,5,6,7,8,9
CNN-sg5,-0.225,-0.2337,-0.2635,-0.2148,-0.0179,-0.2331,-0.2635,-0.2303,-0.0586,-0.2232
RNN-sg5,-0.2913,-0.0581,-0.0399,-0.1833,-0.247,0.0277,-0.1939,-0.1006,-0.2763,-0.0687
GRU-sg5,-0.2692,-0.206,-0.084,-0.1437,-0.2072,-0.297,-0.2183,-0.1989,-0.1171,-0.1815
DNN-sg5,-0.2573,-0.0619,-0.1518,-0.2285,-0.0732,-0.1334,-0.1843,0.0098,-0.1184,-0.0197
LSTM-sg5,-0.1935,-0.1842,-0.1324,-0.1622,-0.1575,-0.2071,-0.2126,-0.1405,-0.1605,-0.1865
