,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.18083,0.99754,0.38525,0.56793,0.72396
Exp2,0.17645,0.99276,0.37941,0.56581,0.72213
Exp3,0.18203,0.99281,0.38011,0.56577,0.72186
Exp4,0.18211,0.99606,0.3815,0.56781,0.72401
Exp5,0.18073,0.99816,0.38497,0.56814,0.7248
Exp6,0.17951,0.99829,0.3829,0.56855,0.72575
Exp7,0.18018,0.98816,0.37588,0.56258,0.72019
Exp8,0.17727,0.995,0.38203,0.56715,0.72278
Exp9,0.18388,0.99619,0.3834,0.56695,0.72385
Exp10,0.18168,0.99186,0.37893,0.56478,0.72195
