,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,2.27051,0.45407,1.98907,2.55194,1.74927,2.9512
TestRMSE,2.10266,0.47963,1.80538,2.39993,1.50602,3.02979
Step1,1.35187,0.59085,0.98566,1.71809,0.77364,2.69404
Step2,0.93201,0.16131,0.83203,1.03199,0.71938,1.18841
Step3,1.18015,0.43258,0.91204,1.44827,0.77496,2.38933
